Surname,Awards,Education,DBLP Info
Hopper,10,"Grace Brewster Murray was born in New York City. She was the eldest of three children. Her parents, Walter Fletcher Murray and Mary Campbell Van Horne, were of Scottish and Dutch descent, and attended West End Collegiate Church.[8] Her great-grandfather, Alexander Wilson Russell, an admiral in the US Navy, fought in the Battle of Mobile Bay during the Civil War.[8]: 2–3 Grace was very curious as a child; this was a lifelong trait. At the age of seven, she decided to determine how an alarm clock worked and dismantled seven",7
Horvitz,0,"Horvitz received his Ph.D and M.D. from Stanford University.[2] His doctoral dissertation, Computation and Action Under Bounded Resources, and follow-on research introduced models of bounded rationality founded in probability and decision theory. He did his doctoral work under advisors Ronald A. Howard, George B. Dantzig, Edward H. Shortliffe, and Patrick Suppes. He is currently the Chief Scientific Officer of Microsoft. He has been elected Fellow of the Association for the Advancement of Artificial Intelligence (AAAI), the National Academy of Engineering (NAE), the American Academy of Arts and Sciences, and of",423
Huffman,1,"Huffman earned his bachelor's degree in electrical engineering from Ohio State University in 1944. Then, he served two years as an officer in the United States Navy. He returned to Ohio State to earn his master's degree in electrical engineering in 1949. In 1953, he earned his Doctor of Science in electrical engineering at the Massachusetts Institute of Technology (MIT), with the thesis The Synthesis of Sequential Switching Circuits, advised by Samuel H. Caldwell.[1][2][4]",8
Hui,1,"Hui was born in Hong Kong in 1953. In 1966, he immigrated to Canada with his entire family.[3] In 1973, Hui entered the University of Alberta. In his second year he took a course on probability and statistics in which students were expected to learn the programming language APL with little or no formal instruction. He used all the time he could muster on a heavily burdened computer, and benefited from the APL\360 User's Manual (the book APL Language was not published until March 1975). Because the manual was written",5
Humphrey,1,"Watts Humphrey (whose grandfather and father also had the same name) was born in Battle Creek, Michigan on July 4, 1927. His uncle was US Secretary of the Treasury George M. Humphrey.[2] In 1944, he graduated from high school and served in the United States Navy.[3] Despite dyslexia, he received a bachelor of science in physics from the University of Chicago, a master of science in physics from Illinois Institute of Technology physics department, and a master of business administration from the University of Chicago Graduate School of Business.[1] In",51
Hutchins,0,"Hutchins received her B.A. from the University of California,[1] San Diego, in 1967. During her undergraduate studies, Hutchins majored in physics and minored in linguistics. In 1970, she received her Ph.D. in computer science, also from the University of California, San Diego.[2]",3
Ingalls,5,"Ingalls received his Bachelor of Arts (B.A.) in physics from Harvard University, and his Master of Science (M.S.) in electrical engineering from Stanford University. While working toward a Doctor of Philosophy (Ph.D.) at Stanford, he started a company to sell a software measurement invention that he perfected, and never returned to academia.",22
Irwin,3,"Mary Jane Irwin received her B.S. in Mathematics from Memphis State University in 1971, and her M.S. and Ph.D. in Computer Science from the University of Illinois in 1975 and 1977, respectively. Her dissertation research on the topic of computer arithmetic was supervised by Dr. James Robertson. Mary Jane Irwin joined the faculty of the Pennsylvania State University as an assistant professor in 1977. She was promoted to the rank of full professor in 1989. She retired in 2017. Irwin has worked in the area of application-specific architectures, including the",370
Iverson,4,"Iverson began school on 1 April 1926 in a one-room school,[4] initially in Grade 1, promoted to Grade 2 after 3 months and to Grade 4 by the end of June 1927. He left school after Grade 9 because it was the depths of the Great Depression and there was work to do on the family farm, and because he thought further schooling only led to becoming a schoolteacher and he had no desire to become one. At age 17, while still out of school, he enrolled in a correspondence",45
Jacobson,0,"Ivar Jacobson was born in Ystad, Sweden, on September 2, 1939. He received his Master of Electrical Engineering degree at Chalmers Institute of Technology in Gothenburg in 1962. After his work at Ericsson, he formalized the language and method he had been working on in his PhD at the Royal Institute of Technology in Stockholm in 1985 on the thesis Language Constructs for Large Real Time Systems.[citation needed] After his master's degree, Jacobson joined Ericsson and worked in R&D on computerized switching systems AKE [1] and AXE including PLEX. After",72
Jain,12,"Born in India, Anil K. Jain received his Bachelor of Technology in electrical engineering from the Indian Institute of Technology, Kanpur in 1969. He received his MS and PhD from the Ohio State University in 1970 and 1973, respectively. His PhD advisor was Robert B. McGhee, and his PhD thesis was titled Some Aspects of Dimensionality and Sample Size Problems in Statistical Pattern Recognition. Jain taught at Wayne State University from 1972 to 1974 and joined the faculty of Michigan State University in 1974, where he is currently a University",823
Jain,0,"He graduated with a bachelor's degree from Visvesvaraya National Institute of Technology, Nagpur, India and has a Ph.D. in electronics engineering (1975) from Indian Institute of Technology, Kharagpur, India.[2]",506
Johnson,0,"Johnson's passion for computing started at age five, when his grandfather took him along to his work at the Bureau of Standards. The computer he saw (""the size of a small house"") made a strong impression on him, and he decided he ""wanted to work with computers, and never looked back after"".[3] There were no computer science classes in college, so he studied mathematics, in which he eventually earned a PhD.",34
Jordan,8,"Jordan received his BS magna cum laude in Psychology in 1978 from the Louisiana State University, his MS in Mathematics in 1980 from Arizona State University and his PhD in Cognitive Science in 1985 from the University of California, San Diego.[19] At the University of California, San Diego, Jordan was a student of David Rumelhart and a member of the Parallel Distributed Processing (PDP) Group in the 1980s.",843
Joseph,1,"Joseph studied for a BSc in physics at Wilson College (Mumbai, India, 1962) and an MSc in the same subject at the University of Mumbai in 1964.[4] He later studied for a Postgraduate Diploma in electronics at the Welsh College of Advanced Technology (1965) and then undertook a PhD in computing at Churchill College, Cambridge under the supervision of David Wheeler[2] (awarded 1968). From 1968 to 1985, Joseph worked on programming as a fellow and senior research scientist at the Tata Institute of Fundamental Research (Mumbai, India) and then became",44
Jurafsky,1,"Jurafsky received his B.A in linguistics (1983) and Ph.D. in computer science (1992), both at University of California, Berkeley; and then a postdoc at International Computer Science Institute, Berkeley (1992–1995).",320
